Times,Date,Target
第251回,96.08.11,パー
第250回,96.08.04,パー
第249回,96.07.28,グー
第248回,96.07.21,パー
第247回,96.07.14,チョキ
第246回,96.07.07,チョキ
第245回,96.06.30,グー
第244回,96.06.23,チョキ
第243回,96.06.16,グー
第242回,96.06.09,パー
第241回,96.06.02,チョキ
第240回,96.05.26,パー
第239回,96.05.19,チョキ
第238回,96.05.12,グー
第237回,96.05.05,グー
第236回,96.04.28,チョキ
第235回,96.04.21,パー
第234回,96.04.14,パー
第233回,96.04.07,チョキ
第232回,96.03.31,グー
第231回,96.03.24,パー
第230回,96.03.17,グー
第229回,96.03.10,チョキ
第228回,96.03.03,チョキ
第227回,96.02.25,グー
第226回,96.02.18,パー
第225回,96.02.11,パー
第224回,96.02.04,チョキ
第223回,96.01.28,パー
第222回,96.01.21,グー
第221回,96.01.14,グー
第220回,96.01.07,チョキ
第219回,95.12.31,パー
第218回,95.12.24,チョキ
第217回,95.12.17,パー
第216回,95.12.10,グー
第215回,95.12.03,チョキ
第214回,95.11.26,チョキ
第213回,95.11.19,グー
第212回,95.11.12,パー
第211回,95.11.05,チョキ
第210回,95.10.29,パー
第209回,95.10.22,グー
第208回,95.10.15,グー
第207回,95.10.08,パー
第206回,95.10.01,チョキ
第205回,95.09.24,チョキ
第204回,95.09.17,グー
第203回,95.09.10,パー
第202回,95.09.03,パー
第201回,95.08.27,チョキ
第200回,95.08.20,パー
第199回,95.08.13,グー
第198回,95.08.06,チョキ
第197回,95.07.30,チョキ
第196回,95.07.23,グー
第195回,95.07.16,パー
第194回,95.07.09,パー
第193回,95.07.02,グー
第192回,95.06.25,チョキ
第191回,95.06.18,パー
第190回,95.06.11,チョキ
第189回,95.06.04,グー
第188回,95.05.28,グー
第187回,95.05.21,チョキ
第186回,95.05.14,パー
第185回,95.05.07,パー
第184回,95.04.30,チョキ
第183回,95.04.23,グー
第182回,95.04.16,チョキ
第181回,95.04.09,パー
第180回,95.04.02,グー
第179回,95.03.26,チョキ
第178回,95.03.19,パー
第177回,95.03.12,パー
第176回,95.03.05,グー
第175回,95.02.26,チョキ
第174回,95.02.19,パー
第173回,95.02.12,チョキ
第172回,95.02.05,チョキ
第171回,95.01.29,グー
第170回,95.01.22,パー
第169回,95.01.15,グー
第168回,95.01.08,チョキ
第167回,95.01.01,休み
第166回,94.12.25,パー
第165回,94.12.18,グー
第164回,94.12.11,パー
第163回,94.12.04,グー
第162回,94.11.27,チョキ
第161回,94.11.20,パー
第160回,94.11.13,チョキ
第159回,94.11.06,グー
第158回,94.10.30,チョキ
第157回,94.10.23,パー
第156回,94.10.09,パー
第155回,94.10.02,グー
第154回,94.09.25,グー
第153回,94.09.18,チョキ
第152回,94.09.11,パー
第151回,94.09.04,グー
第150回,94.08.28,パー
第149回,94.08.21,チョキ
第148回,94.08.14,グー
第147回,94.08.07,グー
第146回,94.07.31,パー
第145回,94.07.24,休み
第144回,94.07.17,チョキ
第143回,94.07.10,チョキ
第142回,94.07.03,パー
第141回,94.06.26,グー
第140回,94.06.19,チョキ
第139回,94.06.12,パー
第138回,94.06.05,チョキ
第137回,94.05.29,グー
第136回,94.05.22,チョキ
第135回,94.05.15,パー
第134回,94.05.08,パー
第133回,94.05.01,グー
第132回,94.04.24,チョキ
第131回,94.04.17,グー
第130回,94.04.10,パー
第129回,94.04.03,チョキ
第128回,94.03.27,チョキ
第127回,94.03.20,パー
第126回,94.03.13,パー
第125回,94.03.06,グー
第124回,94.02.27,グー
第123回,94.02.20,チョキ
第122回,94.02.13,パー
第121回,94.02.06,パー
第120回,94.01.30,チョキ
第119回,94.01.23,グー
第118回,94.01.16,チョキ
第117回,94.01.09,グー
第116回,94.01.02,パー
第115回,93.12.26,グー
第114回,93.12.19,グー
第113回,93.12.12,チョキ
第112回,93.12.05,パー
第111回,93.11.28,グー
第110回,93.11.21,パー
第109回,93.11.14,チョキ
第108回,93.11.07,チョキ
第107回,93.10.31,パー
第106回,93.10.24,グー
第105回,93.10.17,グー
第104回,93.10.10,パー
第103回,93.10.03,チョキ
第102回,93.09.26,グー
第101回,93.09.19,グー
第100回,93.09.12,パー
第99回,93.09.05,チョキ
第98回,93.08.29,チョキ
第97回,93.08.22,パー
第96回,93.08.15,グー
第95回,93.08.08,チョキ
第94回,93.08.01,グー
第93回,93.07.25,休み
第92回,93.07.18,パー
第91回,93.07.11,チョキ
第90回,93.07.04,グー
第89回,93.06.27,グー
第88回,93.06.20,グー
第87回,93.06.13,グー
第86回,93.06.06,チョキ
第85回,93.05.30,パー
第84回,93.05.23,パー
第83回,93.05.16,チョキ
第82回,93.05.09,チョキ
第81回,93.05.02,グー
第80回,93.04.25,チョキ
第79回,93.04.18,グー
第78回,93.04.11,パー
第77回,93.04.04,パー
第76回,93.03.28,チョキ
第75回,93.03.21,パー
第74回,93.03.14,チョキ
第73回,93.03.07,グー
第72回,93.02.28,グー
第71回,93.02.21,パー
第70回,93.02.14,グー
第69回,93.02.07,チョキ
第68回,93.01.31,グー
第67回,93.01.24,チョキ
第66回,93.01.17,グー
第65回,93.01.10,パー
第64回,93.01.03,パー
第63回,92.12.27,グー
第62回,92.12.20,チョキ
第61回,92.12.13,グー
第60回,92.12.06,パー
第59回,92.11.29,グー
第58回,92.11.22,チョキ
第57回,92.11.15,パー
第56回,92.11.08,パー
第55回,92.11.01,グー
第54回,92.10.25,パー
第53回,92.10.18,チョキ
第52回,92.10.11,チョキ
第51回,92.10.04,グー
第50回,92.09.27,チョキ
第49回,92.09.20,パー
第48回,92.09.13,グー
第47回,92.09.06,チョキ
第46回,92.08.30,チョキ
第45回,92.08.23,パー
第44回,92.08.16,パー
第43回,92.08.09,グー
第42回,92.08.02,チョキ
第41回,92.07.26,グー
第40回,92.07.19,パー
第39回,92.07.12,チョキ
第38回,92.07.05,グー
第37回,92.06.28,パー
第36回,92.06.21,パー
第35回,92.06.14,グー
第34回,92.06.07,グー
第33回,92.05.31,パー
第32回,92.05.24,チョキ
第31回,92.05.17,グー
第30回,92.05.10,チョキ
第29回,92.05.03,パー
第28回,92.04.26,グー
第27回,92.04.19,パー
第26回,92.04.12,チョキ
第25回,92.04.05,グー
第24回,92.03.29,グー
第23回,92.03.22,パー
第22回,92.03.15,チョキ
第21回,92.03.08,グー
第20回,92.03.01,パー
第19回,92.02.23,チョキ
第18回,92.02.16,グー
第17回,92.02.09,パー
第16回,92.02.02,チョキ
第15回,92.01.26,チョキ
第14回,92.01.19,グー
第13回,92.01.12,パー
第12回,92.01.05,チョキ
第11回,91.12.29,グー
第10回,91.12.22,パー
第9回,91.12.15,グー
第8回,91.12.08,チョキ
第7回,91.11.31,パー
第6回,91.11.24,グー
第5回,91.11.17,グー
第4回,91.11.10,チョキ
第3回,91.11.03,パー
第2回,91.10.27,チョキ
第1回,91.10.20,グー
Times,Date,Target
